gender,ssc_p,ssc_b,hsc_p,hsc_b,hsc_s,degree_p,degree_t,workex,etest_p,specialisation,mba_p,status,salary
1,-0.028086969730635823,1,2.2688123017830994,1,1,-1.1401022477893623,2,0,-1.2910908735226723,1,-0.5976467228631349,1,270000.0
1,1.1133686857565328,0,1.1034479861362076,1,2,1.5132667052451647,2,1,1.0871567944256875,0,0.6876202028379005,1,200000.0
1,-0.2132379276360971,0,0.1533127548313628,0,0,-0.3228428166698982,0,0,0.21890764580961963,0,-0.7694738519675514,1,250000.0
1,-1.046417238210673,0,-1.3183391039176713,0,2,-1.9573616789088262,2,0,-0.4605916878899117,1,-0.48939563152735216,0,
1,1.7123320345807,0,0.6683909053935242,0,1,0.9439093015652705,0,0,1.8648060318818176,0,-1.1646762489077085,1,425000.0
1,-1.1389927171634036,1,-1.5206912344956638,1,2,0.1198393751864781,2,1,-1.2910908735226723,0,-1.8382385949970212,0,
0,-1.9721720277379793,1,-1.575878179198752,1,1,1.7203057611287618,0,0,0.16454769911365721,0,-1.544414204228469,0,
1,1.3605452145603238,0,-0.2146002098558957,0,2,-0.050423006296743574,2,1,-0.38509176192329714,0,-0.023744111654383542,1,252000.0
1,0.527365903985748,0,1.1650734077213236,0,1,0.7668364248227204,0,0,1.4525764361041025,0,-0.16979717139313774,1,231000.0
1,-0.8612662803052116,0,0.3372692371749921,0,1,-0.7314725322296303,0,0,-1.3665907994892867,0,-1.7299875036612384,0,
1,-0.8612662803052116,0,-0.4905349333713396,0,1,-0.8676824374162075,0,1,-0.7625913917563701,1,-0.24540110819908056,1,260000.0
1,0.21260927554646333,0,0.19010405130008917,0,1,1.6249588274981572,0,1,-0.9135912436895993,0,0.24430620974850645,1,250000.0
0,-1.8795965487852486,0,-1.0424043804022274,1,2,-0.1866329114833209,0,0,-0.7625913917563701,1,0.474554562748425,0,
0,0.8976678197966705,0,1.9008993370958407,0,1,-1.0038923426027848,0,0,-0.30959183595668255,0,1.091413956233278,1,218000.0
1,-0.49096436449428904,0,-1.7782303097767445,0,1,-2.2297814892819807,0,0,0.2944075717762342,1,-1.2574628986240932,0,
0,-0.2132379276360971,0,0.7971604430340652,0,1,0.3582067092629884,0,1,-0.007592132090224143,0,0.40926025368874513,1,200000.0
1,-0.3983888855415584,0,-0.012248079277903268,0,1,-0.10490696837137528,0,1,-0.9135912436895993,0,0.04498673998738278,1,300000.0
0,-1.1389927171634036,0,0.06133451365954817,0,1,-0.3228428166698982,0,0,-0.9135912436895993,0,0.8594473319423169,0,
0,-0.3983888855415584,0,-0.030643727512266454,0,1,-0.3228428166698982,0,0,-0.30959183595668255,1,0.3096005188081839,0,
1,-0.6761153223997504,1,0.06133451365954817,1,0,0.49441661444956575,0,1,-1.6323505388917705,0,2.682533171740175,1,236000.0
1,-0.49096436449428904,1,-0.12262196868408108,1,1,-0.050423006296743574,0,0,-1.6685905033557453,1,-0.9584836939824084,1,265000.0
0,1.0828187777021319,1,0.8891386842058798,1,1,2.5375651922482256,0,0,1.7289061651419115,0,1.1652996217481784,1,393000.0
0,0.23112437133700972,1,-0.5089305816057028,1,2,0.7981647030156337,2,0,-1.2510759127603663,1,1.1223428394720742,1,360000.0
0,0.9346980113777634,1,-0.5825131745431542,1,2,-0.2220474868318317,2,1,1.5024063872420677,0,0.2305600394201522,1,300000.0
1,0.8513800803203053,1,2.8850665176342574,1,2,1.7012363744026409,2,0,1.910105987461787,0,2.01584391081504,1,360000.0
0,-1.3630253762290119,1,-1.079195676870953,0,1,-2.202539508244665,0,1,0.2944075717762342,0,0.5243844301887044,0,
1,0.34221494608028674,1,1.1650734077213236,1,1,-0.050423006296743574,0,1,1.653406239175297,0,-0.8124306342436555,1,240000.0
1,-0.3983888855415584,1,0.06133451365954817,1,1,-0.050423006296743574,0,0,-0.30959183595668255,1,-0.788374836169037,1,265000.0
1,0.8754497048480158,1,0.9351278047917871,1,1,0.15389185148312243,0,1,0.09433276796470513,0,0.3216284178454943,1,350000.0
1,-0.49096436449428904,0,0.06133451365954817,0,1,-1.1401022477893623,0,0,0.3699074977428488,0,-1.8880684624373019,0,
0,-0.3058134065888278,0,0.6591930812763432,0,1,0.9030463300092977,0,0,-1.5175906514225161,1,-0.9584836939824084,1,250000.0
0,-0.028086969730635823,0,-1.2263608627458567,0,2,-0.1866329114833209,2,0,-0.6115915398231409,1,-0.6801237448332542,0,
0,-0.5835398434470197,0,1.3490298900649529,0,1,0.004060955777888133,0,0,-1.6013955692454582,1,-0.011716212617074347,1,278000.0
0,1.823422609323977,1,-0.12262196868408108,1,2,1.9927255715019163,0,1,1.2004066833756093,0,1.804496542016607,1,260000.0
1,-0.49096436449428904,1,-1.410317345089486,1,2,-1.9573616789088262,1,0,-0.2763718685313723,1,0.08450697968139924,0,
0,0.15706398817482548,0,1.073095166549509,0,1,0.7668364248227204,0,0,-0.08309205805683874,1,0.07935216580826654,1,300000.0
1,-1.5092946329743262,0,-2.0541650332921884,0,1,-1.2763121529759396,0,0,-0.6115915398231409,0,-1.8605761217805945,0,
0,1.0828187777021319,0,0.8891386842058798,0,2,-0.10490696837137528,2,0,-1.0645910956228284,1,-1.1698310627808413,1,320000.0
0,0.527365903985748,1,-0.7664696568867835,1,2,-0.050423006296743574,0,0,-1.389240777279271,1,-0.9309913533257024,1,240000.0
1,1.2679697356075932,1,0.1533127548313628,1,2,-0.3228428166698982,2,0,1.5779063132086824,0,0.04842328256947164,1,411000.0
0,0.9902432987494012,0,0.9811169253776945,1,1,1.856515666315339,0,0,-0.9135912436895993,0,0.7632241396438433,1,287000.0
0,0.6199413829384787,1,-0.2918619324402203,1,1,-0.1866329114833209,0,1,-0.5360916138565263,1,1.2855786121212702,0,
1,-1.6944455908797873,1,-2.5140562391512615,0,2,-0.1866329114833209,1,0,-0.6870914657897556,0,-1.9018146327656549,0,
1,1.823422609323977,1,1.9008993370958407,1,1,0.2219968040764111,0,0,1.7289061651419115,1,0.10684450646497258,1,300000.0
0,0.8976678197966705,1,0.6132039606904359,1,1,1.9927255715019163,0,1,1.275906609342224,0,1.275268984375005,1,200000.0
0,0.80509234084394,0,-0.2146002098558957,0,2,0.7668364248227204,2,0,-1.0645910956228284,1,0.7305769851140046,0,
0,0.3320316433954864,1,0.5193861546951853,1,2,-0.10490696837137528,0,0,-0.30959183595668255,1,1.6068953435465272,0,
1,-0.3983888855415584,0,-0.5825131745431542,0,1,-1.2763121529759396,0,1,0.4454074237094634,0,-1.3279120215569047,1,204000.0
1,-0.3983888855415584,1,-0.39855669219952494,1,1,0.2219968040764111,0,0,-0.6115915398231409,0,0.031240569659029754,1,250000.0
0,-1.6018701119270566,1,-2.698012721494891,1,0,-1.9573616789088262,1,0,-0.5360916138565263,1,-1.0598617001540147,0,
0,0.7310319576817557,0,0.6315996089247992,0,2,0.2764807661510428,0,0,-0.5360916138565263,1,0.12059067679332561,1,200000.0
1,-1.194538004535042,0,-0.47949754443072207,0,1,-1.385280077125201,0,0,-0.38509176192329714,1,0.06388772418886848,0,
0,-2.445232725186433,1,-1.8858448519477677,1,1,-1.821151773722249,0,0,-0.0679920728635156,1,0.5518767708454104,0,
1,1.1753942566548625,1,0.3372692371749921,1,2,0.7668364248227204,2,0,1.1249067574089948,1,1.5055173373749235,1,450000.0
0,0.6199413829384787,0,-0.5825131745431542,1,2,0.3582067092629884,0,0,0.4454074237094634,1,0.5639046698827208,1,216000.0
1,-0.6390851308186581,0,0.0245432171908218,1,2,-0.1866329114833209,0,0,-0.08309205805683874,1,-1.6440739391090302,1,220000.0
1,-0.3983888855415584,1,0.4660387748155331,1,1,-0.6769885701549995,0,0,-0.30959183595668255,0,0.7907164803005493,1,240000.0
1,0.06448850922209481,0,0.8891386842058798,0,1,1.039256235195875,0,0,0.5964072756426926,0,0.22540522554702072,1,360000.0
1,0.6199413829384787,0,-0.39855669219952494,1,2,0.2219968040764111,0,0,0.14340771984300504,0,-0.7368266974377113,1,268000.0
1,-1.3611738666499569,0,-0.06927458880442876,1,2,0.7818195143932438,2,0,-1.0947910660094742,0,-0.9653567791465861,1,265000.0
1,0.6199413829384787,0,0.3372692371749921,0,2,0.7668364248227204,0,1,-0.9135912436895993,0,-0.8656970442660237,1,260000.0
1,1.5642112682563314,0,0.6499952571591623,0,1,0.07080380931931032,0,0,-0.7927913621430158,0,0.0346771122411174,1,300000.0
0,1.7771348698476117,1,-0.19620456162153252,1,2,0.14027086096446545,2,0,-0.9890911696562139,0,-0.44472057796020426,1,240000.0
1,-0.5835398434470197,1,0.3372692371749921,1,1,-0.3228428166698982,0,0,-0.2718418729733752,1,-0.47736773249004294,0,
1,1.1753942566548625,1,0.6132039606904359,1,1,1.1754661403824525,0,0,-0.8380913177229847,0,-0.6010832654452226,1,240000.0
1,-1.2315681961161342,1,-1.7782303097767445,1,2,-1.2763121529759396,0,0,1.328001558259188,1,-0.8897528423406421,0,
1,1.4531206935130545,1,0.7051822018622506,1,2,-0.050423006296743574,0,0,-0.24013190406739696,1,-0.6560679467586359,1,275000.0
1,1.260563697291375,1,1.1190842871354163,1,1,0.08578689888983376,0,0,-0.25598688852038665,0,-0.22134531012446218,1,275000.0
0,0.22186682344173717,0,-1.7782303097767445,0,1,0.8621833584533249,2,0,0.520907349676078,1,-0.5220427860571909,0,
1,0.527365903985748,0,0.6132039606904359,0,2,-0.050423006296743574,2,1,-0.15859198402345334,0,0.9951907639348044,1,275000.0
1,1.3605452145603238,1,-0.4905349333713396,1,2,-0.5952626270430529,2,0,1.275906609342224,0,0.5450036856812351,1,360000.0
1,0.7125168618912093,1,0.36394292711481885,1,1,0.630626519636143,0,0,1.7289061651419115,0,0.8010261080468147,1,240000.0
1,1.6253110843651335,1,0.06133451365954817,1,2,1.5840958559421845,0,0,1.7666561281252189,0,1.0742312433228374,1,240000.0
1,-0.2502681192171899,0,1.6093283125811881,1,1,0.7286976513704786,0,0,1.0494068314423801,0,-0.43441095021393883,1,218000.0
1,-0.9908719508390343,0,-0.14101761691844428,0,1,0.5216585954868816,0,0,0.9187919595201366,0,0.8457011616139639,1,336000.0
0,-0.7686908013524809,0,-0.39855669219952494,1,1,1.5159909033488956,0,0,0.14340771984300504,1,0.81133573579308,0,
0,-0.07437470920700115,1,0.37406053364371844,0,0,0.757301731459661,0,0,-0.8380913177229847,0,0.34224767333802264,1,230000.0
1,-0.3058134065888278,1,1.2570516488931383,1,2,-0.1866329114833209,2,1,-0.23409190999006793,0,-0.7952479213332135,1,500000.0
1,1.5456961724657852,1,2.2596144776659184,1,2,-0.2547378640766096,2,0,1.0524268284810452,0,-0.49111390281839595,1,270000.0
0,0.15706398817482548,0,-0.39855669219952494,0,2,-0.050423006296743574,2,0,0.21890764580961963,1,0.9814445936064514,0,
0,0.15706398817482548,1,-0.39855669219952494,1,1,0.3582067092629884,0,1,-0.38509176192329714,1,0.012339585457544048,1,240000.0
1,1.3327725708745048,1,-0.30657845102771036,1,2,0.08578689888983376,0,1,1.0494068314423801,0,1.3611825489272131,1,300000.0
1,-0.3983888855415584,0,0.06133451365954817,0,1,1.039256235195875,0,0,0.7474071275759218,0,-0.3158502311318919,0,
1,1.5456961724657852,1,1.1650734077213236,1,2,0.2219968040764111,2,1,0.898406979509151,0,0.7580693257707106,1,300000.0
1,0.2496394671275561,0,-0.30657845102771036,1,2,0.49441661444956575,2,1,-1.2910908735226723,0,-0.04779990972900194,1,300000.0
0,1.5308840958333485,1,2.161197759612076,1,1,1.475127931792923,0,1,0.5012773689247578,0,2.388708780971624,1,400000.0
1,-0.49096436449428904,1,-0.30657845102771036,1,1,-0.3228428166698982,0,0,-0.38509176192329714,0,-0.9017807413779513,1,220000.0
1,-0.7131455139808425,0,-1.410317345089486,0,2,-0.8676824374162075,1,0,0.21890764580961963,1,-0.5495351267138981,0,
0,-0.12066244868336647,0,-0.39855669219952494,0,1,0.9030463300092977,0,0,-1.0645910956228284,1,0.35771211495742067,1,210000.0
0,1.5456961724657852,1,0.7971604430340652,1,2,0.3582067092629884,2,1,-0.7625913917563701,1,0.014057856748587871,1,210000.0
0,1.6382716514185158,1,2.176834060611285,1,1,2.128935476688494,0,0,1.5024063872420677,0,0.9883176787706291,1,300000.0
1,-1.4167191540215955,0,-0.8584478980585981,0,1,-2.1208135651327193,0,0,-0.38509176192329714,1,0.08794352226348688,0,
0,-0.6548229622406225,0,0.24529099600317741,0,2,-0.050423006296743574,0,0,-0.007592132090224143,0,-0.48252254636317565,1,230000.0
1,-1.4167191540215955,0,-0.39855669219952494,0,1,-1.6849418685356716,0,0,-0.007592132090224143,1,-1.1801406905271066,0,
1,-0.8612662803052116,0,-0.39855669219952494,0,1,-0.3228428166698982,0,0,-1.3756507906052804,0,-1.2557446273330495,1,260000.0
1,0.527365903985748,0,1.073095166549509,1,1,-0.1866329114833209,0,1,1.7636361310865538,0,-0.0203075690722959,1,420000.0
0,0.80509234084394,0,0.3372692371749921,0,2,1.3116760455690297,0,1,-0.4605916878899117,0,0.3714582852857737,1,300000.0
0,0.2959272066039214,0,-0.3525675716136176,1,1,-0.7314725322296303,0,0,1.6466112458383013,0,1.1601448078750456,0,
0,0.15706398817482548,0,0.6132039606904359,0,1,-0.1866329114833209,0,0,-0.15859198402345334,0,-0.8536691452287145,1,220000.0
1,-1.2315681961161342,0,1.4410081312367675,1,1,-0.45905272185647555,2,0,-1.6685905033557453,0,-0.48252254636317565,0,
0,-2.06474750669071,1,-0.8584478980585981,1,1,-1.1401022477893623,0,1,-1.1861459764290778,1,0.459090121129027,0,
1,-0.3983888855415584,0,0.5212257195186213,0,1,0.2219968040764111,0,0,0.4454074237094634,1,-0.3158502311318919,1,380000.0
0,0.8976678197966705,1,-0.4905349333713396,1,1,0.2219968040764111,0,1,-1.1023410586061357,0,-0.16636062881104888,1,300000.0
1,0.527365903985748,0,1.073095166549509,0,2,0.9030463300092977,2,1,0.9739069054757656,1,0.6102979947409126,1,240000.0
1,0.15706398817482548,0,-0.30657845102771036,1,2,-0.1866329114833209,0,1,-1.2910908735226723,1,-0.6955881864526523,1,360000.0
1,-0.7686908013524809,0,-0.2146002098558957,1,2,-1.1401022477893623,2,0,0.9739069054757656,1,-1.1990416747285924,0,
1,-0.5761338051308014,1,-1.5022955862613006,1,2,-1.6849418685356716,2,0,-0.08309205805683874,0,0.5862421966662942,0,
